ID,employeeCode,employeeName,email,phone,jobTitle,employeeType,department_ID,status,createdAt,createdBy,modifiedAt,modifiedBy
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9001,EMP001,Arun Kumar,arun.kumar@royalenfield.com,+91-9876543201,Production Manager,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8001,ACTIVE,2026-02-01T08:30:00Z,admin,2026-02-01T08:30:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9002,EMP002,Priya Sharma,priya.sharma@royalenfield.com,+91-9876543202,Dealer Order Executive,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8001,ACTIVE,2026-02-02T09:00:00Z,admin,2026-02-05T10:15:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9003,EMP003,Ravi Shankar,ravi.shankar@royalenfield.com,+91-9876543203,Dealer Relationship Executive,CONTRACT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8002,ACTIVE,2026-02-03T09:30:00Z,manager,2026-02-06T11:00:00Z,manager
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9004,EMP004,Meena Lakshmi,meena.lakshmi@royalenfield.com,+91-9876543204,Returns Coordinator,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8002,ACTIVE,2026-02-04T08:45:00Z,admin,2026-02-07T09:30:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9005,EMP005,Karthik Raj,karthik.raj@royalenfield.com,+91-9876543205,Warehouse Supervisor,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8003,ACTIVE,2026-02-05T10:00:00Z,admin,2026-02-08T12:00:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9006,EMP006,Divya Nair,divya.nair@royalenfield.com,+91-9876543206,Inventory Executive,CONTRACT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8003,ACTIVE,2026-02-06T08:15:00Z,admin,2026-02-09T09:30:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9007,EMP007,Suresh Babu,suresh.babu@royalenfield.com,+91-9876543207,Assembly Manager,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8004,ACTIVE,2026-02-07T09:15:00Z,manager,2026-02-10T10:45:00Z,manager
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9008,EMP008,Anjali Menon,anjali.menon@royalenfield.com,+91-9876543208,Dealer Support Executive,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8005,ACTIVE,2026-02-08T10:30:00Z,admin,2026-02-11T11:00:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9009,EMP009,William Turner,william.turner@royalenfield.com,+44-7700900109,UK Dealer Manager,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8008,ACTIVE,2026-02-09T09:00:00Z,admin,2026-02-12T10:30:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9010,EMP010,James Wilson,james.wilson@royalenfield.com,+44-7700900110,Dealer Returns Executive,CONTRACT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8009,ACTIVE,2026-02-10T08:30:00Z,manager,2026-02-13T09:45:00Z,manager
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9011,EMP011,Narin Chai,narin.chai@royalenfield.com,+66-810000011,Assembly Supervisor,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8010,ACTIVE,2026-02-11T09:15:00Z,admin,2026-02-14T11:30:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9012,EMP012,Somsak Prasert,somsak.prasert@royalenfield.com,+66-810000012,Dealer Returns Executive,CONTRACT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8011,ACTIVE,2026-02-12T10:15:00Z,manager,2026-02-15T12:00:00Z,manager
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9013,EMP013,Andi Wijaya,andi.wijaya@royalenfield.com,+62-8110000013,Dealer Operations Manager,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8012,ACTIVE,2026-02-13T08:45:00Z,admin,2026-02-16T10:15:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9014,EMP014,Carlos Silva,carlos.silva@royalenfield.com,+55-1190000014,Dealer Returns Manager,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8013,ACTIVE,2026-02-14T09:30:00Z,manager,2026-02-17T11:00:00Z,manager
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9015,EMP015,Maria Rodriguez,maria.rodriguez@royalenfield.com,+54-1190000015,Dealer Order Manager,PERMANENT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8014,ACTIVE,2026-02-15T10:00:00Z,admin,2026-02-18T12:30:00Z,admin
9d2e3f4a-6b85-4c91-8e47-3f0a7b5c9016,EMP016,Omar Hassan,omar.hassan@royalenfield.com,+971-501000016,Regional Dealer Manager,CONTRACT,8c1d2e3f-5a74-4b92-8d36-2e9c7f4a8015,ACTIVE,2026-02-16T08:30:00Z,admin,2026-02-19T09:15:00Z,admin
